시도,시군구,계약종별,년도,월,전력 사용량
서울특별시,중구,교육용,2015,6,3426306.0
서울특별시,중구,교육용,2015,7,3604471.0
서울특별시,중구,교육용,2015,8,3584793.0
서울특별시,중구,교육용,2015,9,3688080.0
서울특별시,중구,교육용,2015,10,2869300.0
서울특별시,중구,교육용,2015,11,3313219.0
서울특별시,중구,교육용,2015,12,4761682.0
서울특별시,중구,산업용,2015,1,23597665.0
서울특별시,중구,산업용,2015,2,22844742.0
서울특별시,중구,산업용,2015,3,20155793.0
서울특별시,중구,산업용,2015,4,20651237.0
서울특별시,중구,산업용,2015,5,18036278.0
서울특별시,중구,산업용,2015,6,19342519.0
서울특별시,중구,산업용,2015,7,20413909.0
서울특별시,중구,산업용,2015,8,21236622.0
서울특별시,중구,산업용,2015,9,22331547.0
서울특별시,중구,산업용,2015,10,17541626.0
서울특별시,중구,산업용,2015,11,18471105.0
서울특별시,중구,산업용,2015,12,21270667.0
서울특별시,중구,가로등,2015,1,1725615.0
서울특별시,중구,가로등,2015,2,1677515.0
서울특별시,중구,가로등,2015,3,1535543.0
서울특별시,중구,가로등,2015,4,1580030.0
서울특별시,중구,가로등,2015,5,1458275.0
서울특별시,중구,가로등,2015,6,1426796.0
서울특별시,중구,가로등,2015,7,1397186.0
서울특별시,중구,가로등,2015,8,1436204.0
서울특별시,중구,가로등,2015,9,1491224.0
서울특별시,중구,가로등,2015,10,1495843.0
서울특별시,중구,가로등,2015,11,1594804.0
서울특별시,중구,가로등,2015,12,1565216.0
서울특별시,중구,심 야,2015,1,1197573.0
서울특별시,중구,심 야,2015,2,1126975.0
서울특별시,중구,심 야,2015,3,1085171.0
서울특별시,중구,심 야,2015,4,1595439.0
서울특별시,중구,심 야,2015,5,4346703.0
서울특별시,중구,심 야,2015,6,7669382.0
서울특별시,중구,심 야,2015,7,9667713.0
서울특별시,중구,심 야,2015,8,10341976.0
서울특별시,중구,심 야,2015,9,7713418.0
서울특별시,중구,심 야,2015,10,3470952.0
서울특별시,중구,심 야,2015,11,911567.0
서울특별시,중구,심 야,2015,12,912902.0
서울특별시,용산구,주택용,2015,1,36455771.0
서울특별시,용산구,주택용,2015,2,35247773.0
서울특별시,용산구,주택용,2015,3,30807874.0
서울특별시,용산구,주택용,2015,4,31710639.0
서울특별시,용산구,주택용,2015,5,29498921.0
서울특별시,용산구,주택용,2015,6,31703318.0
서울특별시,용산구,주택용,2015,7,34266922.0
서울특별시,용산구,주택용,2015,8,42206725.0
서울특별시,용산구,주택용,2015,9,35745022.0
서울특별시,용산구,주택용,2015,10,29833771.0
서울특별시,용산구,주택용,2015,11,30972933.0
서울특별시,용산구,주택용,2015,12,32604945.0
서울특별시,용산구,일반용,2015,1,73401234.0
서울특별시,용산구,일반용,2015,2,68298468.0
서울특별시,용산구,일반용,2015,3,59489763.0
서울특별시,용산구,일반용,2015,4,56353622.0
서울특별시,용산구,일반용,2015,5,54052642.0
서울특별시,용산구,일반용,2015,6,63065777.0
서울특별시,용산구,일반용,2015,7,71067845.0
서울특별시,용산구,일반용,2015,8,79389597.0
서울특별시,용산구,일반용,2015,9,70867528.0
서울특별시,용산구,일반용,2015,10,56218631.0
서울특별시,용산구,일반용,2015,11,55219688.0
서울특별시,용산구,일반용,2015,12,63365512.0
서울특별시,용산구,교육용,2015,1,5280782.0
서울특별시,용산구,교육용,2015,2,4910776.0
서울특별시,용산구,교육용,2015,3,4389686.0
서울특별시,용산구,교육용,2015,4,4115906.0
서울특별시,용산구,교육용,2015,5,3593913.0
서울특별시,용산구,교육용,2015,6,4268364.0
서울특별시,용산구,교육용,2015,7,4717002.0
서울특별시,용산구,교육용,2015,8,4703078.0
서울특별시,용산구,교육용,2015,9,5004172.0
서울특별시,용산구,교육용,2015,10,3786353.0
서울특별시,용산구,교육용,2015,11,3756041.0
서울특별시,용산구,교육용,2015,12,4803581.0
서울특별시,용산구,산업용,2015,1,9240228.0
서울특별시,용산구,산업용,2015,2,8860906.0
서울특별시,용산구,산업용,2015,3,8490326.0
서울특별시,용산구,산업용,2015,4,8594300.0
서울특별시,용산구,산업용,2015,5,7853179.0
서울특별시,용산구,산업용,2015,6,8272814.0
서울특별시,용산구,산업용,2015,7,8688815.0
서울특별시,용산구,산업용,2015,8,9450706.0
서울특별시,용산구,산업용,2015,9,9422579.0
서울특별시,용산구,산업용,2015,10,8076329.0
서울특별시,용산구,산업용,2015,11,8151840.0
서울특별시,용산구,산업용,2015,12,8411498.0
서울특별시,용산구,농사용,2015,1,68.0
서울특별시,용산구,농사용,2015,2,52.0
서울특별시,용산구,농사용,2015,3,68.0
서울특별시,용산구,농사용,2015,4,73.0
서울특별시,용산구,농사용,2015,5,20.0
서울특별시,용산구,농사용,2015,6,11.0
서울특별시,용산구,농사용,2015,7,8.0
서울특별시,용산구,농사용,2015,8,8.0
서울특별시,용산구,농사용,2015,9,24.0
서울특별시,용산구,농사용,2015,10,176.0
서울특별시,용산구,농사용,2015,11,95.0
서울특별시,용산구,농사용,2015,12,24.0
서울특별시,용산구,가로등,2015,1,1500780.0
서울특별시,용산구,가로등,2015,2,1398816.0
서울특별시,용산구,가로등,2015,3,1255532.0
서울특별시,용산구,가로등,2015,4,1239154.0
서울특별시,용산구,가로등,2015,5,1137674.0
서울특별시,용산구,가로등,2015,6,1091004.0
서울특별시,용산구,가로등,2015,7,1066007.0
서울특별시,용산구,가로등,2015,8,1134492.0
서울특별시,용산구,가로등,2015,9,1211015.0
서울특별시,용산구,가로등,2015,10,1295116.0
서울특별시,용산구,가로등,2015,11,1408402.0
서울특별시,용산구,가로등,2015,12,1444296.0
서울특별시,용산구,심 야,2015,1,989022.0
서울특별시,용산구,심 야,2015,2,966088.0
서울특별시,용산구,심 야,2015,3,763822.0
서울특별시,용산구,심 야,2015,4,678899.0
서울특별시,용산구,심 야,2015,5,654681.0
서울특별시,용산구,심 야,2015,6,1103740.0
서울특별시,용산구,심 야,2015,7,1244467.0
서울특별시,용산구,심 야,2015,8,1506970.0
서울특별시,용산구,심 야,2015,9,871169.0
서울특별시,용산구,심 야,2015,10,470914.0
서울특별시,용산구,심 야,2015,11,445891.0
서울특별시,용산구,심 야,2015,12,661959.0
서울특별시,성동구,주택용,2015,1,36530668.0
서울특별시,성동구,주택용,2015,2,35492370.0
서울특별시,성동구,주택용,2015,3,31237684.0
서울특별시,성동구,주택용,2015,4,32352815.0
서울특별시,성동구,주택용,2015,5,29868259.0
서울특별시,성동구,주택용,2015,6,31212693.0
서울특별시,성동구,주택용,2015,7,32874154.0
서울특별시,성동구,주택용,2015,8,40366830.0
서울특별시,성동구,주택용,2015,9,35518505.0
서울특별시,성동구,주택용,2015,10,30133016.0
서울특별시,성동구,주택용,2015,11,31526122.0
서울특별시,성동구,주택용,2015,12,33007556.0
서울특별시,성동구,일반용,2015,1,63345968.0
서울특별시,성동구,일반용,2015,2,58906453.0
서울특별시,성동구,일반용,2015,3,51585072.0
서울특별시,성동구,일반용,2015,4,48900474.0
서울특별시,성동구,일반용,2015,5,46062508.0
서울특별시,성동구,일반용,2015,6,51503512.0
서울특별시,성동구,일반용,2015,7,57581426.0
서울특별시,성동구,일반용,2015,8,63445543.0
서울특별시,성동구,일반용,2015,9,57773400.0
서울특별시,성동구,일반용,2015,10,47641040.0
서울특별시,성동구,일반용,2015,11,47646701.0
서울특별시,성동구,일반용,2015,12,58878722.0
서울특별시,성동구,교육용,2015,1,7370964.0
서울특별시,성동구,교육용,2015,2,6355930.0
서울특별시,성동구,교육용,2015,3,6432559.0
서울특별시,성동구,교육용,2015,4,5564111.0
서울특별시,성동구,교육용,2015,5,5173672.0
서울특별시,성동구,교육용,2015,6,6178168.0
서울특별시,성동구,교육용,2015,7,6749271.0
서울특별시,성동구,교육용,2015,8,6618510.0
서울특별시,성동구,교육용,2015,9,6365442.0
서울특별시,성동구,교육용,2015,10,5123519.0
서울특별시,성동구,교육용,2015,11,5457250.0
서울특별시,성동구,교육용,2015,12,6926833.0
서울특별시,성동구,산업용,2015,1,66964477.0
서울특별시,성동구,산업용,2015,2,63921886.0
서울특별시,성동구,산업용,2015,3,59369022.0
서울특별시,성동구,산업용,2015,4,61430843.0
서울특별시,성동구,산업용,2015,5,58427272.0
서울특별시,성동구,산업용,2015,6,61058697.0
서울특별시,성동구,산업용,2015,7,63438065.0
서울특별시,성동구,산업용,2015,8,65714391.0
서울특별시,성동구,산업용,2015,9,63801778.0
서울특별시,성동구,산업용,2015,10,56975415.0
서울특별시,성동구,산업용,2015,11,57592035.0
서울특별시,성동구,산업용,2015,12,55807681.0
서울특별시,성동구,농사용,2015,1,245.0
서울특별시,성동구,농사용,2015,2,192.0
서울특별시,성동구,농사용,2015,3,104.0
서울특별시,성동구,농사용,2015,4,107.0
서울특별시,성동구,농사용,2015,5,52.0
서울특별시,성동구,농사용,2015,6,16.0
서울특별시,성동구,농사용,2015,7,10.0
서울특별시,성동구,농사용,2015,8,40.0
서울특별시,성동구,농사용,2015,9,248.0
서울특별시,성동구,농사용,2015,10,37.0
서울특별시,성동구,농사용,2015,11,78.0
서울특별시,성동구,농사용,2015,12,216.0
서울특별시,성동구,가로등,2015,1,1267279.0
서울특별시,성동구,가로등,2015,2,1206664.0
서울특별시,성동구,가로등,2015,3,1107609.0
서울특별시,성동구,가로등,2015,4,1060361.0
서울특별시,성동구,가로등,2015,5,1003299.0
서울특별시,성동구,가로등,2015,6,943441.0
서울특별시,성동구,가로등,2015,7,916624.0
서울특별시,성동구,가로등,2015,8,960186.0
서울특별시,성동구,가로등,2015,9,1028793.0
서울특별시,성동구,가로등,2015,10,1084210.0
서울특별시,성동구,가로등,2015,11,1189004.0
서울특별시,성동구,가로등,2015,12,1219613.0
서울특별시,성동구,심 야,2015,1,813210.0
서울특별시,성동구,심 야,2015,2,767998.0
서울특별시,성동구,심 야,2015,3,602310.0
서울특별시,성동구,심 야,2015,4,391007.0
서울특별시,성동구,심 야,2015,5,214344.0
서울특별시,성동구,심 야,2015,6,225546.0
서울특별시,성동구,심 야,2015,7,310013.0
서울특별시,성동구,심 야,2015,8,357136.0
서울특별시,성동구,심 야,2015,9,285875.0
서울특별시,성동구,심 야,2015,10,172579.0
서울특별시,성동구,심 야,2015,11,207062.0
서울특별시,성동구,심 야,2015,12,458504.0
서울특별시,동대문구,주택용,2015,1,45505511.0
서울특별시,동대문구,주택용,2015,2,44030561.0
서울특별시,동대문구,주택용,2015,3,38927098.0
서울특별시,동대문구,주택용,2015,4,40150015.0
서울특별시,동대문구,주택용,2015,5,37217879.0
서울특별시,동대문구,주택용,2015,6,38689583.0
서울특별시,동대문구,주택용,2015,7,40664814.0
서울특별시,동대문구,주택용,2015,8,48980089.0
서울특별시,동대문구,주택용,2015,9,42768027.0
서울특별시,동대문구,주택용,2015,10,36971605.0
서울특별시,동대문구,주택용,2015,11,38716105.0
서울특별시,동대문구,주택용,2015,12,40560075.0
서울특별시,동대문구,일반용,2015,1,64525565.0
서울특별시,동대문구,일반용,2015,2,59663053.0
서울특별시,동대문구,일반용,2015,3,51804928.0
서울특별시,동대문구,일반용,2015,4,49455780.0
서울특별시,동대문구,일반용,2015,5,46022482.0
서울특별시,동대문구,일반용,2015,6,52012974.0
서울특별시,동대문구,일반용,2015,7,58459076.0
서울특별시,동대문구,일반용,2015,8,66098019.0
서울특별시,동대문구,일반용,2015,9,59742441.0
서울특별시,동대문구,일반용,2015,10,47601164.0
서울특별시,동대문구,일반용,2015,11,46507469.0
서울특별시,동대문구,일반용,2015,12,53842360.0
서울특별시,동대문구,교육용,2015,1,8877831.0
서울특별시,동대문구,교육용,2015,2,7628108.0
서울특별시,동대문구,교육용,2015,3,7299544.0
서울특별시,동대문구,교육용,2015,4,6479699.0
서울특별시,동대문구,교육용,2015,5,5546245.0
서울특별시,동대문구,교육용,2015,6,6400033.0
서울특별시,동대문구,교육용,2015,7,7057258.0
서울특별시,동대문구,교육용,2015,8,6979887.0
서울특별시,동대문구,교육용,2015,9,6913811.0
서울특별시,동대문구,교육용,2015,10,5759074.0
서울특별시,동대문구,교육용,2015,11,6233265.0
서울특별시,동대문구,교육용,2015,12,7999540.0
서울특별시,동대문구,산업용,2015,1,15295841.0
서울특별시,동대문구,산업용,2015,2,10150961.0
서울특별시,동대문구,산업용,2015,3,12611315.0
서울특별시,동대문구,산업용,2015,4,12975647.0
서울특별시,동대문구,산업용,2015,5,11899780.0
서울특별시,동대문구,산업용,2015,6,12786564.0
서울특별시,동대문구,산업용,2015,7,14051347.0
서울특별시,동대문구,산업용,2015,8,15711559.0
서울특별시,동대문구,산업용,2015,9,15354162.0
서울특별시,동대문구,산업용,2015,10,12370931.0
서울특별시,동대문구,산업용,2015,11,12812252.0
서울특별시,동대문구,산업용,2015,12,13728748.0
서울특별시,동대문구,농사용,2015,1,7799.0
서울특별시,동대문구,농사용,2015,2,4972.0
서울특별시,동대문구,농사용,2015,3,2048.0
서울특별시,동대문구,농사용,2015,4,2205.0
서울특별시,동대문구,농사용,2015,5,1869.0
서울특별시,동대문구,농사용,2015,6,2311.0
서울특별시,동대문구,농사용,2015,7,2377.0
서울특별시,동대문구,농사용,2015,8,2719.0
서울특별시,동대문구,농사용,2015,9,2709.0
서울특별시,동대문구,농사용,2015,10,1636.0
서울특별시,동대문구,농사용,2015,11,1362.0
서울특별시,동대문구,농사용,2015,12,1288.0
서울특별시,동대문구,가로등,2015,1,1216158.0
서울특별시,동대문구,가로등,2015,2,1152142.0
서울특별시,동대문구,가로등,2015,3,1060381.0
서울특별시,동대문구,가로등,2015,4,951229.0
서울특별시,동대문구,가로등,2015,5,896685.0
서울특별시,동대문구,가로등,2015,6,800828.0
서울특별시,동대문구,가로등,2015,7,779631.0
서울특별시,동대문구,가로등,2015,8,835550.0
서울특별시,동대문구,가로등,2015,9,906914.0
서울특별시,동대문구,가로등,2015,10,1008267.0
서울특별시,동대문구,가로등,2015,11,1066149.0
서울특별시,동대문구,가로등,2015,12,1133798.0
서울특별시,동대문구,심 야,2015,1,1307186.0
서울특별시,동대문구,심 야,2015,2,1232827.0
서울특별시,동대문구,심 야,2015,3,1049125.0
서울특별시,동대문구,심 야,2015,4,779452.0
서울특별시,동대문구,심 야,2015,5,656790.0
서울특별시,동대문구,심 야,2015,6,718200.0
서울특별시,동대문구,심 야,2015,7,847873.0
서울특별시,동대문구,심 야,2015,8,898474.0
서울특별시,동대문구,심 야,2015,9,618699.0
서울특별시,동대문구,심 야,2015,10,382626.0
서울특별시,동대문구,심 야,2015,11,498629.0
서울특별시,동대문구,심 야,2015,12,830824.0
서울특별시,성북구,주택용,2015,1,55436515.0
서울특별시,성북구,주택용,2015,2,54167758.0
서울특별시,성북구,주택용,2015,3,47461877.0
서울특별시,성북구,주택용,2015,4,49452729.0
서울특별시,성북구,주택용,2015,5,45638018.0
서울특별시,성북구,주택용,2015,6,47152505.0
서울특별시,성북구,주택용,2015,7,48647037.0
서울특별시,성북구,주택용,2015,8,58011148.0
서울특별시,성북구,주택용,2015,9,51627662.0
서울특별시,성북구,주택용,2015,10,45139183.0
서울특별시,성북구,주택용,2015,11,47626864.0
서울특별시,성북구,주택용,2015,12,49488774.0
서울특별시,성북구,일반용,2015,1,53180898.0
서울특별시,성북구,일반용,2015,2,49983488.0
서울특별시,성북구,일반용,2015,3,42852440.0
서울특별시,성북구,일반용,2015,4,41167989.0
서울특별시,성북구,일반용,2015,5,38268421.0
서울특별시,성북구,일반용,2015,6,42635731.0
서울특별시,성북구,일반용,2015,7,47136167.0
서울특별시,성북구,일반용,2015,8,53338888.0
서울특별시,성북구,일반용,2015,9,48862084.0
서울특별시,성북구,일반용,2015,10,39268903.0
서울특별시,성북구,일반용,2015,11,38736758.0
서울특별시,성북구,일반용,2015,12,43919349.0
서울특별시,성북구,교육용,2015,1,15601122.0
서울특별시,성북구,교육용,2015,2,14035271.0
서울특별시,성북구,교육용,2015,3,13240755.0
서울특별시,성북구,교육용,2015,4,11962366.0
서울특별시,성북구,교육용,2015,5,10530158.0
서울특별시,성북구,교육용,2015,6,13076487.0
서울특별시,성북구,교육용,2015,7,13307389.0
서울특별시,성북구,교육용,2015,8,13643067.0
서울특별시,성북구,교육용,2015,9,13713193.0
서울특별시,성북구,교육용,2015,10,10825419.0
서울특별시,성북구,교육용,2015,11,11838554.0
서울특별시,성북구,교육용,2015,12,15284275.0
서울특별시,성북구,산업용,2015,1,8930285.0
서울특별시,성북구,산업용,2015,2,8601402.0
서울특별시,성북구,산업용,2015,3,8176655.0
서울특별시,성북구,산업용,2015,4,8351951.0
서울특별시,성북구,산업용,2015,5,7844350.0
