시도,시군구,계약종별,년도,월,전력 사용량 예측
서울특별시,종로구,주택용,2015,1,23519492.28
서울특별시,종로구,일반용,2015,1,113827465.72
서울특별시,종로구,농사용,2015,1,5351.33
서울특별시,종로구,심 야,2015,1,3772593.97
서울특별시,중구,주택용,2015,1,17692796.41
서울특별시,용산구,주택용,2015,1,35135722.94
서울특별시,성동구,산업용,2015,1,58428318.23
서울특별시,동대문구,산업용,2015,1,15223578.85
서울특별시,동대문구,심 야,2015,1,1287645.72
서울특별시,성북구,주택용,2015,1,52894951.25
서울특별시,성북구,심 야,2015,1,2579018.03
서울특별시,도봉구,교육용,2015,1,4424720.57
서울특별시,은평구,일반용,2015,1,49595662.15
서울특별시,은평구,농사용,2015,1,11470.61
서울특별시,은평구,가로등,2015,1,1118941.39
서울특별시,서대문구,심 야,2015,1,1304319.39
서울특별시,강서구,주택용,2015,1,66956571.94
서울특별시,강서구,일반용,2015,1,90532046.22
서울특별시,강서구,교육용,2015,1,3793851.31
서울특별시,강서구,심 야,2015,1,1260660.46
서울특별시,구로구,농사용,2015,1,27014.64
서울특별시,구로구,가로등,2015,1,1149256.11
서울특별시,영등포구,주택용,2015,1,48350773.99
서울특별시,영등포구,교육용,2015,1,4027111.9
서울특별시,영등포구,산업용,2015,1,20804208.81
서울특별시,영등포구,가로등,2015,1,1838987.47
서울특별시,영등포구,심 야,2015,1,1814610.37
서울특별시,동작구,주택용,2015,1,45284525.3
서울특별시,동작구,교육용,2015,1,7473230.57
서울특별시,동작구,심 야,2015,1,1449820.04
서울특별시,관악구,일반용,2015,1,67872168.85
서울특별시,관악구,심 야,2015,1,1464058.31
서울특별시,강남구,주택용,2015,1,73764713.28
서울특별시,강남구,산업용,2015,1,28432927.01
서울특별시,강남구,농사용,2015,1,184225.08
서울특별시,강남구,가로등,2015,1,2467763.77
서울특별시,강남구,심 야,2015,1,1982272.73
서울특별시,강동구,가로등,2015,1,1173092.34
서울특별시,송파구,일반용,2015,1,131721406.75
서울특별시,송파구,교육용,2015,1,7925379.46
서울특별시,송파구,농사용,2015,1,249797.37
서울특별시,중랑구,교육용,2015,1,4569335.0
서울특별시,중랑구,산업용,2015,1,7152153.63
서울특별시,중랑구,가로등,2015,1,1215934.76
서울특별시,노원구,교육용,2015,1,7234459.96
서울특별시,서초구,주택용,2015,1,58945483.15
서울특별시,서초구,가로등,2015,1,2418067.34
서울특별시,양천구,일반용,2015,1,70977475.98
서울특별시,양천구,농사용,2015,1,9251.34
서울특별시,광진구,가로등,2015,1,1003877.41
서울특별시,강북구,가로등,2015,1,612462.51
서울특별시,금천구,주택용,2015,1,26132531.52
서울특별시,금천구,가로등,2015,1,799792.91
서울특별시,금천구,심 야,2015,1,1062924.11
서울특별시,종로구,교육용,2015,2,5427929.24
서울특별시,종로구,심 야,2015,2,3179312.51
서울특별시,중구,주택용,2015,2,17919040.32
서울특별시,중구,일반용,2015,2,159940486.85
서울특별시,중구,심 야,2015,2,1096360.46
서울특별시,용산구,주택용,2015,2,35386645.71
서울특별시,성동구,주택용,2015,2,36623988.23
서울특별시,성동구,교육용,2015,2,5689377.11
서울특별시,성동구,농사용,2015,2,96.39
서울특별시,성동구,가로등,2015,2,1144016.87
서울특별시,성동구,심 야,2015,2,1018284.99
서울특별시,동대문구,산업용,2015,2,14817863.59
서울특별시,성북구,교육용,2015,2,8389331.39
서울특별시,성북구,농사용,2015,2,10415.74
서울특별시,도봉구,일반용,2015,2,32176643.13
서울특별시,도봉구,교육용,2015,2,3060295.7
서울특별시,도봉구,농사용,2015,2,22057.3
서울특별시,서대문구,교육용,2015,2,8656987.28
서울특별시,서대문구,농사용,2015,2,5973.13
서울특별시,마포구,산업용,2015,2,11586567.16
서울특별시,마포구,가로등,2015,2,1475952.82
서울특별시,마포구,심 야,2015,2,1337342.48
서울특별시,강서구,가로등,2015,2,1510558.56
서울특별시,구로구,일반용,2015,2,78170810.09
서울특별시,구로구,교육용,2015,2,5189022.18
서울특별시,영등포구,농사용,2015,2,4804.79
서울특별시,영등포구,가로등,2015,2,1778479.92
서울특별시,영등포구,심 야,2015,2,1862344.72
서울특별시,동작구,주택용,2015,2,44826249.96
서울특별시,동작구,교육용,2015,2,5780758.88
서울특별시,동작구,농사용,2015,2,4907.33
서울특별시,관악구,교육용,2015,2,11105056.8
서울특별시,관악구,산업용,2015,2,4216645.34
서울특별시,관악구,심 야,2015,2,1398869.41
서울특별시,강남구,주택용,2015,2,72534954.73
서울특별시,강남구,일반용,2015,2,296217749.39
서울특별시,강남구,교육용,2015,2,3739124.34
서울특별시,강남구,가로등,2015,2,2282272.72
서울특별시,강동구,농사용,2015,2,298165.44
서울특별시,송파구,심 야,2015,2,1512049.72
서울특별시,중랑구,가로등,2015,2,1191963.96
서울특별시,노원구,교육용,2015,2,5823840.03
서울특별시,노원구,산업용,2015,2,6243262.17
서울특별시,노원구,농사용,2015,2,12477.21
서울특별시,노원구,가로등,2015,2,1386465.14
서울특별시,노원구,심 야,2015,2,1107623.72
서울특별시,서초구,주택용,2015,2,58389702.41
서울특별시,서초구,일반용,2015,2,182369351.64
서울특별시,서초구,산업용,2015,2,50578040.58
서울특별시,서초구,농사용,2015,2,340164.59
서울특별시,양천구,일반용,2015,2,69814959.38
서울특별시,양천구,교육용,2015,2,4852810.06
서울특별시,양천구,산업용,2015,2,5634557.93
서울특별시,양천구,농사용,2015,2,7555.82
서울특별시,양천구,심 야,2015,2,770748.95
서울특별시,광진구,산업용,2015,2,34662193.51
서울특별시,강북구,주택용,2015,2,36654584.67
서울특별시,금천구,주택용,2015,2,26288013.13
서울특별시,금천구,일반용,2015,2,84370300.0
서울특별시,금천구,교육용,2015,2,4308606.54
서울특별시,금천구,산업용,2015,2,28912410.16
서울특별시,금천구,가로등,2015,2,792313.54
서울특별시,종로구,산업용,2015,3,7362997.83
서울특별시,종로구,가로등,2015,3,1003830.85
서울특별시,종로구,심 야,2015,3,3041413.94
서울특별시,용산구,주택용,2015,3,28945474.51
서울특별시,성동구,일반용,2015,3,53426205.76
서울특별시,성동구,가로등,2015,3,1123071.71
서울특별시,성동구,심 야,2015,3,938853.8
서울특별시,동대문구,일반용,2015,3,46967649.1
서울특별시,동대문구,교육용,2015,3,5742522.81
서울특별시,동대문구,산업용,2015,3,13391201.98
서울특별시,동대문구,가로등,2015,3,1012482.14
서울특별시,성북구,주택용,2015,3,47436750.38
서울특별시,성북구,산업용,2015,3,8818194.25
서울특별시,성북구,가로등,2015,3,1326660.18
서울특별시,은평구,주택용,2015,3,48984124.35
서울특별시,은평구,산업용,2015,3,12741774.64
서울특별시,서대문구,주택용,2015,3,33605021.29
서울특별시,서대문구,가로등,2015,3,896136.49
서울특별시,서대문구,심 야,2015,3,1099988.92
서울특별시,마포구,심 야,2015,3,1230255.49
서울특별시,강서구,일반용,2015,3,79200513.53
서울특별시,강서구,교육용,2015,3,2409451.7
서울특별시,구로구,농사용,2015,3,25380.05
서울특별시,구로구,가로등,2015,3,1033375.66
서울특별시,구로구,심 야,2015,3,1043562.93
서울특별시,영등포구,주택용,2015,3,42511405.26
서울특별시,영등포구,가로등,2015,3,1696380.58
서울특별시,영등포구,심 야,2015,3,1621519.08
서울특별시,동작구,주택용,2015,3,40273755.8
서울특별시,동작구,산업용,2015,3,5113664.85
서울특별시,동작구,심 야,2015,3,1080170.4
서울특별시,관악구,교육용,2015,3,14114020.45
서울특별시,강남구,교육용,2015,3,3236932.32
서울특별시,강남구,가로등,2015,3,2145329.03
서울특별시,강동구,주택용,2015,3,44847481.96
서울특별시,강동구,일반용,2015,3,57513329.7
서울특별시,강동구,산업용,2015,3,14424439.76
서울특별시,강동구,가로등,2015,3,1059848.41
서울특별시,강동구,심 야,2015,3,997668.39
서울특별시,송파구,산업용,2015,3,13305856.67
서울특별시,송파구,농사용,2015,3,218765.01
서울특별시,송파구,가로등,2015,3,1689051.94
서울특별시,중랑구,일반용,2015,3,37279957.78
서울특별시,중랑구,교육용,2015,3,2971155.61
서울특별시,중랑구,산업용,2015,3,7908801.0
서울특별시,중랑구,심 야,2015,3,874606.49
서울특별시,노원구,주택용,2015,3,54418789.23
서울특별시,노원구,교육용,2015,3,6442212.91
서울특별시,노원구,농사용,2015,3,11106.02
서울특별시,서초구,농사용,2015,3,328513.64
서울특별시,양천구,농사용,2015,3,8434.46
서울특별시,양천구,가로등,2015,3,1321498.01
서울특별시,광진구,주택용,2015,3,36997374.12
서울특별시,광진구,농사용,2015,3,24295.23
서울특별시,강북구,일반용,2015,3,32802480.43
서울특별시,강북구,농사용,2015,3,37654.68
서울특별시,금천구,일반용,2015,3,76984562.48
서울특별시,금천구,교육용,2015,3,1757127.02
서울특별시,금천구,심 야,2015,3,850107.04
서울특별시,종로구,일반용,2015,4,90841560.07
서울특별시,중구,산업용,2015,4,17844568.22
서울특별시,용산구,일반용,2015,4,55309375.35
서울특별시,용산구,산업용,2015,4,8594226.3
서울특별시,성동구,주택용,2015,4,32013283.03
서울특별시,동대문구,일반용,2015,4,46509950.57
서울특별시,동대문구,가로등,2015,4,946406.06
서울특별시,도봉구,일반용,2015,4,25582099.14
서울특별시,도봉구,산업용,2015,4,5986564.91
서울특별시,은평구,산업용,2015,4,12569133.61
서울특별시,서대문구,일반용,2015,4,41232865.68
서울특별시,서대문구,교육용,2015,4,11963098.53
서울특별시,마포구,주택용,2015,4,44066177.25
서울특별시,마포구,일반용,2015,4,89206702.55
서울특별시,마포구,교육용,2015,4,4853299.11
서울특별시,마포구,농사용,2015,4,11774.8
서울특별시,강서구,교육용,2015,4,2274891.27
서울특별시,강서구,가로등,2015,4,1406156.69
서울특별시,영등포구,산업용,2015,4,17839811.23
서울특별시,영등포구,농사용,2015,4,3667.81
서울특별시,동작구,농사용,2015,4,3249.48
서울특별시,동작구,심 야,2015,4,931903.59
서울특별시,관악구,교육용,2015,4,14178046.22
서울특별시,관악구,농사용,2015,4,26278.48
서울특별시,관악구,가로등,2015,4,905220.38
서울특별시,관악구,심 야,2015,4,877919.2
서울특별시,강남구,주택용,2015,4,67983977.36
서울특별시,강남구,교육용,2015,4,3145179.65
서울특별시,강남구,가로등,2015,4,1967561.38
서울특별시,송파구,주택용,2015,4,67612606.55
서울특별시,송파구,농사용,2015,4,212468.34
서울특별시,송파구,심 야,2015,4,1502502.64
서울특별시,중랑구,주택용,2015,4,40694715.68
서울특별시,중랑구,일반용,2015,4,33804815.31
서울특별시,중랑구,교육용,2015,4,2495897.09
서울특별시,중랑구,농사용,2015,4,22984.76
서울특별시,노원구,일반용,2015,4,43769329.87
서울특별시,노원구,산업용,2015,4,5846010.83
서울특별시,서초구,산업용,2015,4,48952135.3
서울특별시,양천구,농사용,2015,4,6809.6
서울특별시,양천구,가로등,2015,4,1259919.62
서울특별시,양천구,심 야,2015,4,878924.82
서울특별시,광진구,심 야,2015,4,849868.26
서울특별시,강북구,주택용,2015,4,32177656.62
서울특별시,강북구,농사용,2015,4,21400.57
서울특별시,종로구,일반용,2015,5,89768208.79
서울특별시,종로구,심 야,2015,5,1512812.93
서울특별시,중구,심 야,2015,5,1412544.23
서울특별시,용산구,주택용,2015,5,31169207.1
서울특별시,용산구,일반용,2015,5,54781242.78
서울특별시,용산구,산업용,2015,5,9140378.89
서울특별시,동대문구,일반용,2015,5,44413631.3
서울특별시,동대문구,교육용,2015,5,5566288.08
서울특별시,동대문구,심 야,2015,5,552456.39
서울특별시,성북구,산업용,2015,5,8816203.39
서울특별시,성북구,농사용,2015,5,10604.1
서울특별시,도봉구,일반용,2015,5,24787687.85
서울특별시,도봉구,산업용,2015,5,5952343.64
서울특별시,도봉구,농사용,2015,5,21195.12
서울특별시,도봉구,가로등,2015,5,591232.26
서울특별시,은평구,일반용,2015,5,38131494.84
서울특별시,은평구,농사용,2015,5,6651.01
서울특별시,서대문구,산업용,2015,5,2810444.24
서울특별시,서대문구,가로등,2015,5,708789.77
서울특별시,마포구,주택용,2015,5,42384328.34
서울특별시,마포구,심 야,2015,5,1085491.61
서울특별시,강서구,산업용,2015,5,21558691.1
서울특별시,구로구,주택용,2015,5,44851138.99
서울특별시,구로구,산업용,2015,5,29404345.74
서울특별시,구로구,농사용,2015,5,19087.78
서울특별시,영등포구,주택용,2015,5,43811929.59
서울특별시,영등포구,일반용,2015,5,125716050.0
서울특별시,영등포구,농사용,2015,5,3802.54
서울특별시,동작구,농사용,2015,5,3257.48
서울특별시,동작구,가로등,2015,5,861525.47
서울특별시,관악구,주택용,2015,5,48409552.26
서울특별시,강남구,주택용,2015,5,67536957.81
서울특별시,강남구,교육용,2015,5,2977693.62
서울특별시,강동구,농사용,2015,5,178559.62
서울특별시,송파구,교육용,2015,5,4723686.87
서울특별시,중랑구,주택용,2015,5,39028289.61
서울특별시,중랑구,심 야,2015,5,874802.53
서울특별시,노원구,산업용,2015,5,5728650.72
서울특별시,노원구,가로등,2015,5,1178676.47
서울특별시,서초구,농사용,2015,5,242677.99
서울특별시,양천구,주택용,2015,5,49123979.31
서울특별시,양천구,일반용,2015,5,66153366.56
서울특별시,양천구,교육용,2015,5,2829867.98
서울특별시,양천구,가로등,2015,5,1147800.45
서울특별시,광진구,일반용,2015,5,46235621.71
서울특별시,광진구,산업용,2015,5,30199380.97
서울특별시,광진구,농사용,2015,5,14940.39
서울특별시,강북구,일반용,2015,5,29559555.4
서울특별시,강북구,가로등,2015,5,511710.57
서울특별시,금천구,산업용,2015,5,24711764.31
서울특별시,종로구,산업용,2015,6,6378942.14
서울특별시,종로구,농사용,2015,6,2513.66
서울특별시,중구,교육용,2015,6,3578068.02
서울특별시,용산구,주택용,2015,6,33589245.6
서울특별시,용산구,일반용,2015,6,64216688.83
서울특별시,성동구,주택용,2015,6,33750497.76
서울특별시,성동구,농사용,2015,6,720.06
서울특별시,성동구,가로등,2015,6,931120.15
서울특별시,성동구,심 야,2015,6,466940.24
서울특별시,동대문구,일반용,2015,6,49339651.31
서울특별시,동대문구,가로등,2015,6,817442.96
서울특별시,성북구,주택용,2015,6,47512994.17
서울특별시,도봉구,주택용,2015,6,33849181.82
서울특별시,도봉구,교육용,2015,6,2060640.64
서울특별시,은평구,주택용,2015,6,51441749.75
서울특별시,은평구,일반용,2015,6,39344278.92
서울특별시,서대문구,일반용,2015,6,46471162.09
서울특별시,서대문구,교육용,2015,6,14890207.51
서울특별시,서대문구,산업용,2015,6,2805133.02
서울특별시,서대문구,가로등,2015,6,653332.37
서울특별시,마포구,농사용,2015,6,12587.6
서울특별시,강서구,주택용,2015,6,61290048.81
서울특별시,강서구,일반용,2015,6,76436762.75
서울특별시,강서구,산업용,2015,6,21388903.73
서울특별시,강서구,농사용,2015,6,496742.91
서울특별시,구로구,산업용,2015,6,30457225.45
서울특별시,구로구,가로등,2015,6,826339.76
서울특별시,구로구,심 야,2015,6,1941117.01
서울특별시,영등포구,주택용,2015,6,44710697.77
서울특별시,영등포구,농사용,2015,6,3244.51
서울특별시,영등포구,심 야,2015,6,7957850.02
서울특별시,동작구,주택용,2015,6,39619754.43
서울특별시,동작구,교육용,2015,6,6045676.19
서울특별시,동작구,산업용,2015,6,4850344.19
서울특별시,동작구,심 야,2015,6,820527.72
서울특별시,관악구,주택용,2015,6,52175546.29
서울특별시,강남구,산업용,2015,6,17593624.06
서울특별시,강남구,가로등,2015,6,1883435.51
서울특별시,강남구,심 야,2015,6,6394228.94
서울특별시,강동구,교육용,2015,6,1942504.08
서울특별시,강동구,농사용,2015,6,166595.51
서울특별시,강동구,가로등,2015,6,817980.66
서울특별시,송파구,일반용,2015,6,127065431.96
서울특별시,송파구,교육용,2015,6,3948881.59
서울특별시,송파구,산업용,2015,6,15647090.01
서울특별시,송파구,가로등,2015,6,1373659.46
서울특별시,중랑구,일반용,2015,6,36400143.97
서울특별시,중랑구,가로등,2015,6,826588.27
서울특별시,노원구,산업용,2015,6,5920070.83
서울특별시,서초구,산업용,2015,6,49275068.14
서울특별시,광진구,주택용,2015,6,37969941.49
서울특별시,광진구,일반용,2015,6,51943424.97
서울특별시,광진구,산업용,2015,6,32776108.02
서울특별시,광진구,심 야,2015,6,2779234.24
서울특별시,강북구,산업용,2015,6,4115328.53
서울특별시,강북구,농사용,2015,6,8852.95
서울특별시,금천구,교육용,2015,6,933569.86
서울특별시,금천구,심 야,2015,6,954217.09
서울특별시,종로구,일반용,2015,7,120597167.97
서울특별시,종로구,산업용,2015,7,7429782.87
서울특별시,종로구,농사용,2015,7,2507.55
서울특별시,중구,일반용,2015,7,188050743.69
서울특별시,중구,교육용,2015,7,4268773.08
서울특별시,용산구,주택용,2015,7,36798201.99
서울특별시,용산구,농사용,2015,7,277.95
서울특별시,성동구,농사용,2015,7,848.37
서울특별시,동대문구,일반용,2015,7,57316735.85
서울특별시,동대문구,심 야,2015,7,860786.89
서울특별시,성북구,주택용,2015,7,51167542.65
서울특별시,도봉구,일반용,2015,7,33279215.92
서울특별시,도봉구,교육용,2015,7,4003117.61
서울특별시,도봉구,가로등,2015,7,518144.8
서울특별시,은평구,주택용,2015,7,48992583.81
서울특별시,은평구,가로등,2015,7,789517.2
서울특별시,서대문구,일반용,2015,7,54821301.12
서울특별시,서대문구,농사용,2015,7,3677.64
서울특별시,마포구,일반용,2015,7,114346331.86
서울특별시,마포구,교육용,2015,7,5620745.93
서울특별시,마포구,산업용,2015,7,17888409.81
서울특별시,마포구,가로등,2015,7,1055917.71
서울특별시,강서구,주택용,2015,7,70544693.33
서울특별시,강서구,일반용,2015,7,81827347.74
서울특별시,강서구,가로등,2015,7,1262300.29
서울특별시,구로구,일반용,2015,7,79793504.24
서울특별시,구로구,교육용,2015,7,4321271.18
서울특별시,구로구,농사용,2015,7,19321.94
서울특별시,영등포구,농사용,2015,7,3291.51
서울특별시,영등포구,심 야,2015,7,10624215.93
서울특별시,동작구,농사용,2015,7,3356.88
서울특별시,동작구,가로등,2015,7,737741.87
서울특별시,관악구,일반용,2015,7,69445306.31
서울특별시,관악구,교육용,2015,7,12342839.99
서울특별시,관악구,가로등,2015,7,782654.74
서울특별시,관악구,심 야,2015,7,707364.86
서울특별시,강남구,일반용,2015,7,321763312.24
서울특별시,강동구,교육용,2015,7,2414572.52
서울특별시,송파구,주택용,2015,7,72302334.76
서울특별시,송파구,일반용,2015,7,141054789.32
서울특별시,송파구,산업용,2015,7,13856595.94
서울특별시,송파구,농사용,2015,7,226494.82
서울특별시,중랑구,가로등,2015,7,837605.05
서울특별시,중랑구,심 야,2015,7,1980353.11
서울특별시,노원구,산업용,2015,7,6733192.94
서울특별시,노원구,가로등,2015,7,1064491.54
서울특별시,노원구,심 야,2015,7,755800.21
서울특별시,서초구,주택용,2015,7,53618198.41
서울특별시,서초구,가로등,2015,7,1878808.87
서울특별시,서초구,심 야,2015,7,4418615.75
서울특별시,양천구,주택용,2015,7,55212673.24
서울특별시,양천구,농사용,2015,7,6383.88
서울특별시,광진구,주택용,2015,7,45353413.12
서울특별시,광진구,농사용,2015,7,12837.52
서울특별시,광진구,가로등,2015,7,765490.02
서울특별시,강북구,주택용,2015,7,36715420.99
서울특별시,금천구,교육용,2015,7,2460876.42
서울특별시,금천구,농사용,2015,7,18524.0
서울특별시,종로구,일반용,2015,8,120026647.11
서울특별시,종로구,산업용,2015,8,6586829.62
서울특별시,중구,교육용,2015,8,3749825.52
서울특별시,중구,가로등,2015,8,1304008.62
서울특별시,용산구,주택용,2015,8,41179979.84
서울특별시,용산구,일반용,2015,8,79496947.16
서울특별시,성동구,교육용,2015,8,6959349.34
서울특별시,성동구,가로등,2015,8,907313.33
서울특별시,동대문구,일반용,2015,8,62187902.99
서울특별시,동대문구,교육용,2015,8,7235968.06
서울특별시,동대문구,산업용,2015,8,15382952.39
서울특별시,성북구,일반용,2015,8,52619326.12
서울특별시,성북구,산업용,2015,8,9218537.39
서울특별시,도봉구,일반용,2015,8,34242018.34
서울특별시,은평구,농사용,2015,8,10849.19
서울특별시,서대문구,일반용,2015,8,52809767.81
서울특별시,서대문구,교육용,2015,8,16422622.88
서울특별시,서대문구,산업용,2015,8,2973283.59
서울특별시,서대문구,가로등,2015,8,641398.14
서울특별시,마포구,일반용,2015,8,120256090.65
서울특별시,마포구,교육용,2015,8,4789047.99
서울특별시,마포구,가로등,2015,8,1079625.15
서울특별시,강서구,일반용,2015,8,82669800.43
서울특별시,강서구,교육용,2015,8,2983373.21
서울특별시,강서구,농사용,2015,8,560343.6
서울특별시,구로구,교육용,2015,8,2351344.18
서울특별시,구로구,농사용,2015,8,18715.86
서울특별시,영등포구,교육용,2015,8,1753463.61
서울특별시,영등포구,농사용,2015,8,3355.47
서울특별시,동작구,산업용,2015,8,5219088.87
서울특별시,관악구,교육용,2015,8,16909185.26
서울특별시,관악구,산업용,2015,8,4088938.63
서울특별시,관악구,농사용,2015,8,5837.5
서울특별시,강남구,일반용,2015,8,323407703.1
서울특별시,강동구,일반용,2015,8,69276850.28
서울특별시,강동구,교육용,2015,8,2174421.68
서울특별시,강동구,산업용,2015,8,15630024.52
서울특별시,강동구,가로등,2015,8,816452.54
서울특별시,송파구,일반용,2015,8,145120155.42
서울특별시,송파구,교육용,2015,8,4186002.74
서울특별시,송파구,산업용,2015,8,16342203.92
서울특별시,중랑구,산업용,2015,8,6423760.8
서울특별시,중랑구,농사용,2015,8,25101.31
서울특별시,중랑구,가로등,2015,8,855094.99
서울특별시,노원구,주택용,2015,8,62272905.52
서울특별시,서초구,주택용,2015,8,60810699.95
서울특별시,양천구,교육용,2015,8,2350491.33
서울특별시,양천구,심 야,2015,8,2062652.96
서울특별시,광진구,심 야,2015,8,3040269.03
서울특별시,강북구,가로등,2015,8,431472.0
서울특별시,금천구,주택용,2015,8,37090003.7
서울특별시,금천구,교육용,2015,8,1026883.58
서울특별시,금천구,산업용,2015,8,26480354.09
서울특별시,금천구,가로등,2015,8,629442.6
서울특별시,종로구,주택용,2015,9,23199479.34
서울특별시,종로구,산업용,2015,9,6561487.42
서울특별시,종로구,농사용,2015,9,2511.72
서울특별시,종로구,가로등,2015,9,908734.67
서울특별시,종로구,심 야,2015,9,4879516.29
서울특별시,중구,일반용,2015,9,163643146.76
서울특별시,중구,산업용,2015,9,19987268.57
서울특별시,용산구,가로등,2015,9,1157932.21
서울특별시,용산구,심 야,2015,9,1669906.38
서울특별시,성동구,주택용,2015,9,33908785.36
서울특별시,성동구,일반용,2015,9,58286237.04
서울특별시,성동구,교육용,2015,9,6081901.13
서울특별시,성동구,농사용,2015,9,97.23
서울특별시,성동구,심 야,2015,9,1259151.01
서울특별시,동대문구,산업용,2015,9,14919668.3
서울특별시,동대문구,농사용,2015,9,1592.73
서울특별시,성북구,주택용,2015,9,46302669.13
서울특별시,성북구,일반용,2015,9,47228248.73
서울특별시,성북구,농사용,2015,9,10137.11
서울특별시,도봉구,주택용,2015,9,35069221.62
서울특별시,도봉구,일반용,2015,9,28434239.52
서울특별시,은평구,일반용,2015,9,42225856.94
서울특별시,은평구,교육용,2015,9,2682472.67
서울특별시,은평구,농사용,2015,9,12997.4
서울특별시,은평구,심 야,2015,9,1477414.51
서울특별시,서대문구,일반용,2015,9,49772119.02
서울특별시,서대문구,농사용,2015,9,3343.39
서울특별시,서대문구,심 야,2015,9,1322046.28
서울특별시,마포구,일반용,2015,9,105433350.02
서울특별시,마포구,교육용,2015,9,4536363.15
서울특별시,마포구,산업용,2015,9,15033943.28
서울특별시,강서구,교육용,2015,9,2498502.97
서울특별시,강서구,산업용,2015,9,21622334.83
서울특별시,강서구,농사용,2015,9,502750.8
서울특별시,강서구,심 야,2015,9,758799.01
서울특별시,구로구,교육용,2015,9,2243442.71
서울특별시,구로구,심 야,2015,9,1932671.37
서울특별시,영등포구,산업용,2015,9,19965637.71
서울특별시,영등포구,가로등,2015,9,1523784.01
서울특별시,동작구,일반용,2015,9,56081185.24
서울특별시,동작구,교육용,2015,9,6098604.43
서울특별시,동작구,가로등,2015,9,879144.28
서울특별시,관악구,주택용,2015,9,58753399.49
서울특별시,관악구,일반용,2015,9,67703089.33
서울특별시,관악구,교육용,2015,9,16389782.05
서울특별시,관악구,가로등,2015,9,926097.59
서울특별시,강남구,주택용,2015,9,69610756.24
서울특별시,강남구,교육용,2015,9,3171802.29
서울특별시,강남구,농사용,2015,9,62314.77
서울특별시,강동구,주택용,2015,9,43663742.3
서울특별시,송파구,주택용,2015,9,71873194.55
서울특별시,송파구,교육용,2015,9,4070669.73
서울특별시,송파구,산업용,2015,9,15372207.76
서울특별시,송파구,심 야,2015,9,2637466.75
서울특별시,중랑구,산업용,2015,9,6075028.03
서울특별시,중랑구,농사용,2015,9,22418.63
서울특별시,노원구,심 야,2015,9,642051.53
서울특별시,서초구,산업용,2015,9,46328630.65
서울특별시,서초구,가로등,2015,9,2073654.15
서울특별시,양천구,교육용,2015,9,2128834.03
서울특별시,광진구,농사용,2015,9,14072.23
서울특별시,강북구,일반용,2015,9,37055727.23
서울특별시,강북구,교육용,2015,9,1763533.63
서울특별시,강북구,산업용,2015,9,4327549.18
서울특별시,강북구,가로등,2015,9,559079.52
서울특별시,강북구,심 야,2015,9,530654.42
서울특별시,금천구,산업용,2015,9,24710533.87
서울특별시,금천구,농사용,2015,9,19831.66
서울특별시,금천구,가로등,2015,9,694045.14
서울특별시,종로구,주택용,2015,10,19846970.73
서울특별시,종로구,농사용,2015,10,2703.75
서울특별시,종로구,심 야,2015,10,2656544.48
서울특별시,중구,교육용,2015,10,3148071.77
서울특별시,중구,산업용,2015,10,19110220.42
서울특별시,용산구,가로등,2015,10,1270625.57
서울특별시,성동구,교육용,2015,10,5493523.82
서울특별시,성동구,농사용,2015,10,112.11
서울특별시,동대문구,일반용,2015,10,46164396.05
서울특별시,동대문구,심 야,2015,10,554674.3
서울특별시,성북구,산업용,2015,10,7865465.23
서울특별시,도봉구,일반용,2015,10,25194847.74
서울특별시,도봉구,심 야,2015,10,451188.29
서울특별시,은평구,교육용,2015,10,2273732.77
서울특별시,은평구,농사용,2015,10,11649.68
서울특별시,서대문구,교육용,2015,10,13293487.09
서울특별시,마포구,산업용,2015,10,12875038.69
서울특별시,마포구,농사용,2015,10,11452.51
서울특별시,강서구,산업용,2015,10,21865554.0
서울특별시,강서구,가로등,2015,10,1357141.22
서울특별시,구로구,교육용,2015,10,1990306.58
서울특별시,구로구,가로등,2015,10,993631.42
서울특별시,동작구,주택용,2015,10,39185053.74
서울특별시,동작구,농사용,2015,10,6772.47
서울특별시,동작구,가로등,2015,10,969807.1
서울특별시,동작구,심 야,2015,10,725728.45
서울특별시,관악구,가로등,2015,10,946487.81
서울특별시,강남구,주택용,2015,10,67177898.4
서울특별시,강남구,일반용,2015,10,236566193.47
서울특별시,강남구,산업용,2015,10,19305529.57
서울특별시,강남구,가로등,2015,10,2001341.99
서울특별시,강동구,주택용,2015,10,43791307.58
서울특별시,강동구,산업용,2015,10,14525604.1
서울특별시,강동구,농사용,2015,10,162237.71
서울특별시,강동구,가로등,2015,10,949248.41
서울특별시,송파구,주택용,2015,10,66128692.53
서울특별시,송파구,산업용,2015,10,15544821.66
서울특별시,중랑구,가로등,2015,10,984864.34
서울특별시,중랑구,심 야,2015,10,877964.99
서울특별시,노원구,주택용,2015,10,52748651.96
서울특별시,노원구,일반용,2015,10,44928072.63
서울특별시,노원구,가로등,2015,10,1204261.31
서울특별시,노원구,심 야,2015,10,547630.89
서울특별시,서초구,교육용,2015,10,3443680.64
서울특별시,서초구,가로등,2015,10,2139765.71
서울특별시,양천구,주택용,2015,10,48961245.86
서울특별시,양천구,가로등,2015,10,1270303.98
서울특별시,광진구,주택용,2015,10,35722186.82
서울특별시,광진구,교육용,2015,10,5695400.23
서울특별시,광진구,농사용,2015,10,12974.2
서울특별시,강북구,산업용,2015,10,4169415.19
