,시도,시군구,계약종별,년도,월,전력 사용량
502,울산광역시,중구,심 야,2022,1월,963254.0
503,울산광역시,남구,주택용,2022,1월,41959362.0
504,울산광역시,남구,일반용,2022,1월,70195700.0
505,울산광역시,남구,교육용,2022,1월,4822733.0
506,울산광역시,남구,산업용,2022,1월,1247144120.0
507,울산광역시,남구,농사용,2022,1월,75923.0
508,울산광역시,남구,가로등,2022,1월,1397869.0
509,울산광역시,남구,심 야,2022,1월,2863046.0
510,울산광역시,울주군,주택용,2022,1월,29530540.0
511,울산광역시,울주군,일반용,2022,1월,45145338.0
512,울산광역시,울주군,교육용,2022,1월,9139668.0
513,울산광역시,울주군,산업용,2022,1월,1030417327.0
514,울산광역시,울주군,농사용,2022,1월,6842901.0
515,울산광역시,울주군,가로등,2022,1월,2703994.0
516,울산광역시,울주군,심 야,2022,1월,6547839.0
