시도,시군구,계약종별,년도,월,전력 사용량
서울특별시,종로구,주택용,2019,1월,24160644.0
서울특별시,종로구,주택용,2019,2월,22883203.0
서울특별시,종로구,주택용,2019,3월,20039084.0
서울특별시,종로구,주택용,2019,4월,20570833.0
서울특별시,종로구,주택용,2019,5월,19156656.0
서울특별시,종로구,주택용,2019,6월,20278012.0
서울특별시,종로구,주택용,2019,7월,22919604.0
서울특별시,종로구,주택용,2019,8월,29492782.0
서울특별시,종로구,주택용,2019,9월,24800305.0
서울특별시,종로구,주택용,2019,10월,20050769.0
서울특별시,종로구,주택용,2019,11월,20033320.0
서울특별시,종로구,주택용,2019,12월,21855205.0
서울특별시,종로구,일반용,2019,1월,120079512.0
서울특별시,종로구,일반용,2019,2월,110317701.0
서울특별시,종로구,일반용,2019,3월,93294299.0
서울특별시,종로구,일반용,2019,4월,93421543.0
서울특별시,종로구,일반용,2019,5월,90325483.0
서울특별시,종로구,일반용,2019,6월,98303377.0
서울특별시,종로구,일반용,2019,7월,113573453.0
서울특별시,종로구,일반용,2019,8월,126148808.0
서울특별시,종로구,일반용,2019,9월,110010554.0
서울특별시,종로구,일반용,2019,10월,93117616.0
서울특별시,종로구,일반용,2019,11월,90242284.0
서울특별시,종로구,일반용,2019,12월,106536361.0
서울특별시,종로구,교육용,2019,1월,10204144.0
서울특별시,종로구,교육용,2019,2월,9435056.0
서울특별시,종로구,교육용,2019,3월,7662196.0
서울특별시,종로구,교육용,2019,4월,7881974.0
서울특별시,종로구,교육용,2019,5월,6729563.0
서울특별시,종로구,교육용,2019,6월,7825646.0
서울특별시,종로구,교육용,2019,7월,8631354.0
서울특별시,종로구,교육용,2019,8월,9303561.0
서울특별시,종로구,교육용,2019,9월,9002269.0
서울특별시,종로구,교육용,2019,10월,7322515.0
서울특별시,종로구,교육용,2019,11월,7300834.0
서울특별시,종로구,교육용,2019,12월,9780051.0
서울특별시,종로구,산업용,2019,1월,6683559.0
서울특별시,종로구,산업용,2019,2월,6900078.0
서울특별시,종로구,산업용,2019,3월,6731342.0
서울특별시,종로구,산업용,2019,4월,7095902.0
서울특별시,종로구,산업용,2019,5월,6192349.0
서울특별시,종로구,산업용,2019,6월,6372283.0
서울특별시,종로구,산업용,2019,7월,6403721.0
서울특별시,종로구,산업용,2019,8월,6859148.0
서울특별시,종로구,산업용,2019,9월,7011859.0
서울특별시,종로구,산업용,2019,10월,5961664.0
서울특별시,종로구,산업용,2019,11월,5682268.0
서울특별시,종로구,산업용,2019,12월,6223492.0
서울특별시,종로구,농사용,2019,1월,7065.0
서울특별시,종로구,농사용,2019,2월,5975.0
서울특별시,종로구,농사용,2019,3월,4408.0
서울특별시,종로구,농사용,2019,4월,4559.0
서울특별시,종로구,농사용,2019,5월,985.0
서울특별시,종로구,농사용,2019,6월,754.0
서울특별시,종로구,농사용,2019,7월,673.0
서울특별시,종로구,농사용,2019,8월,840.0
서울특별시,종로구,농사용,2019,9월,741.0
서울특별시,종로구,농사용,2019,10월,621.0
서울특별시,종로구,농사용,2019,11월,592.0
서울특별시,종로구,농사용,2019,12월,3358.0
서울특별시,종로구,가로등,2019,1월,967289.0
서울특별시,종로구,가로등,2019,2월,903251.0
서울특별시,종로구,가로등,2019,3월,806613.0
서울특별시,종로구,가로등,2019,4월,781255.0
서울특별시,종로구,가로등,2019,5월,722932.0
서울특별시,종로구,가로등,2019,6월,690946.0
서울특별시,종로구,가로등,2019,7월,675771.0
서울특별시,종로구,가로등,2019,8월,719371.0
서울특별시,종로구,가로등,2019,9월,766706.0
서울특별시,종로구,가로등,2019,10월,821055.0
서울특별시,종로구,가로등,2019,11월,884689.0
서울특별시,종로구,가로등,2019,12월,903978.0
서울특별시,종로구,심 야,2019,1월,3402691.0
