2020년 4월 ,2020년 5월,2020년 6월,2020년 7월,2020년 8월,2020년 9월,2020년 10월,2020년 11월,2020년 12월,2021년 1월,2021년 2월,2021년 3월,2021년 4월,2021년 5월,2021년 6월,2021년 7월,2021년 8월,2021년 9월,2021년 10월,2021년 11월,2021년 12월,데이터기준일자
1+0,0+0,0+0,0+0,0+0,0+0,0+0,0+0,25+0,2+1,2+0,1+0,10+0,4+0,2+0,11+0,13+0,2+0,1+0,10+0,23+0,2021-12-31
